"H"|"CRB0001"|"Global East African Bank"|"20150601"|"1.09"|"20150617"|"PI"
"D"|"CRB0001"|"CB"|"Bank of West African"|"20150601"|""|""|""|""|""|""|""|""|""|""|"7"|""|""|"AF"|""|"O"|""|""|""|""|""|""
"D"|"CRB0001"|"CB"|"Bank of West African"|"20150602"|""|""|""|""|""|""|""|""|""|""|"7"|""|""|"AF"|""|"O"|""|""|""|""|""|""
"D"|"CRB0001"|"CB"|"Bank of West African"|"20150603"|""|""|""|""|""|""|""|""|""|""|"7"|""|""|"AF"|""|"O"|""|""|""|""|""|""
"D"|"CRB0001"|"CB"|"Bank of West African"|"20150604"|""|""|""|""|""|""|""|""|""|""|"7"|""|""|"AF"|""|"O"|""|""|""|""|""|""
"D"|"CRB0001"|"CB"|"Bank of West African"|"20150605"|""|""|""|""|""|""|""|""|""|""|"7"|""|""|"AF"|""|"O"|""|""|""|""|""|""
"D"|"CRB0001"|"CB"|"Bank of West African"|"20150605"|""|""|""|""|""|""|""|""|""|""|"7"|""|""|"AF"|""|"O"|""|""|""|""|""|""
"D"|"CRB0001"|"CB"|"Bank of West African"|"20150606"|""|""|""|""|""|""|""|""|""|""|"7"|""|""|"AF"|""|"O"|""|""|""|""|""|""
"D"|"CRB0001"|"CB"|"Bank of West African"|"20150607"|""|""|""|""|""|""|""|""|""|""|"7"|""|""|"AF"|""|"O"|""|""|""|""|""|""
"D"|"CRB0001"|"CB"|"Bank of West African"|"20150608"|""|""|""|""|""|""|""|""|""|""|"7"|""|""|"AF"|""|"O"|""|""|""|""|""|""
"D"|"CRB0001"|"CB"|"Bank of West African"|"20150609"|""|""|""|""|""|""|""|""|""|""|"7"|""|""|"AF"|""|"O"|""|""|""|""|""|""
"D"|"CRB0001"|"CB"|"Bank of West African"|"20150610"|""|""|""|""|""|""|""|""|""|""|"7"|""|""|"AF"|""|"O"|""|""|""|""|""|""
"D"|"CRB0001"|"CB"|"Bank of West African"|"20150610"|""|""|""|""|""|""|""|""|""|""|"7"|""|""|"AF"|""|"O"|""|""|""|""|""|""
"D"|"CRB0001"|"CB"|"Bank of West African"|"20150611"|""|""|""|""|""|""|""|""|""|""|"7"|""|""|"AF"|""|"O"|""|""|""|""|""|""
"D"|"CRB0001"|"CB"|"Bank of West African"|"20150612"|""|""|""|""|""|""|""|""|""|""|"7"|""|""|"AF"|""|"O"|""|""|""|""|""|""
"D"|"CRB0001"|"CB"|"Bank of West African"|"20150612"|""|""|""|""|""|""|""|""|""|""|"7"|""|""|"AF"|""|"O"|""|""|""|""|""|""
"D"|"CRB0001"|"CB"|"Bank of West African"|"20150613"|""|""|""|""|""|""|""|""|""|""|"7"|""|""|"AF"|""|"O"|""|""|""|""|""|""
